SabioReactionID,Name,Role,Smiles
14727,H+,Substrate,[H]
14727,H2O,Product,[H]O[H]
14727,L-Aspartate 4-semialdehyde,Substrate,NC(CC=O)C(O)=O
14727,"1,3-Diaminopropane",Substrate,NCCCN
14727,Carboxynorspermidine,Product,NCCCNCC[C@H](N)C(O)=O
14731,H+,Substrate,[H]
14731,NADPH,Substrate,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
14731,NADP+,Product,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
14731,4-Methylcyclohexanone,Substrate,CC1CCC(=O)CC1
14731,4-Methylcyclohexanol,Product,CC1CCC(CC1)O
14732,NAD+,Product,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
14732,NADH,Substrate,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
14732,H+,Substrate,[H]
14732,4-Methylcyclohexanone,Substrate,CC1CCC(=O)CC1
14732,4-Methylcyclohexanol,Product,CC1CCC(CC1)O
14733,NAD+,Substrate,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
14733,NADH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
14733,H+,Product,[H]
14733,Neral,Product,CC(C)=CCCC(C)=CC=O
14733,Nerol,Substrate,CC(C)=CCCC(C)=CCO
14734,H+,Substrate,[H]
14734,NADPH,Substrate,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
14734,NADP+,Product,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
14734,Citronellol,Product,C[C@H](CCC=C(C)C)CCO
14734,Citronellal,Substrate,CC(CCC=C(C)C)CC=O
14735,NAD+,Product,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
14735,NADH,Substrate,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
14735,H+,Substrate,[H]
14735,Citronellol,Product,C[C@H](CCC=C(C)C)CCO
14735,Citronellal,Substrate,CC(CCC=C(C)C)CC=O
14736,H+,Substrate,[H]
14736,NADPH,Substrate,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
14736,NADP+,Product,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
14736,"2,4-Dimethyl-3-pentanone",Substrate,CC(C)C(=O)C(C)C
14736,"2,4-Dimethyl-3-pentanol",Product,CC(C)C(C(C)C)O
14737,NAD+,Product,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
14737,NADH,Substrate,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
14737,H+,Substrate,[H]
14737,"2,4-Dimethyl-3-pentanone",Substrate,CC(C)C(=O)C(C)C
14737,"2,4-Dimethyl-3-pentanol",Product,CC(C)C(C(C)C)O
14740,H+,Substrate,[H]
14740,NADPH,Substrate,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
14740,NADP+,Product,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
14740,(+)-Camphor,Substrate,CC2(C)(C1CCC2(C)(C(=O)C1))
14740,(+)-Borneol,Product,[H]C1(O)(CC2CCC1(C)C2(C)(C))
14741,H+,Product,[H]
14741,NADPH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
14741,NADP+,Substrate,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
14741,(-)-Camphor,Product,CC2(C)(C1CCC2(C)(C(=O)C1))
14741,(-)-Borneol,Substrate,[H]C1(O)(CC2CCC1(C)C2(C)(C))
14742,NAD+,Product,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
14742,NADH,Substrate,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
14742,H+,Substrate,[H]
14742,"1,4-Cyclohexanedione",Substrate,O=C1CCC(=O)CC1
14742,"1,4-Cyclohexanediol",Product,C1CC(CCC1O)O
14743,Isovaleryl-CoA,Substrate,CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
14743,Pivalyl-CoA,Product,CC(C)(C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)([O-])[O-])O
14746,ATP,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))
14746,Phosphate,Product,OP(O)(O)=O
14746,H2O,Substrate,[H]O[H]
14746,L-Glutamine,Substrate,NC(=O)CCC(N)C(O)=O
14746,AMP,Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O))
14746,N5-Phospho-L-glutamine,Product,C(CC(=O)NP(=O)(O)O)[C@@H](C(=O)O)N
14754,H2O,Product,[H]O[H]
14754,L-Methionine,Substrate,CSCCC(N)C(O)=O
14754,O2,Substrate,O=O
14754,CO2,Product,O=C=O
14754,3-Methylsulfanylpropanamide,Product,CSCCC(=O)N
14755,2-Oxo-3-pentenoate,Product,CC=CC(=O)C(=O)[O-]
14755,"(2E)-2-Hydroxypenta-2,4-dienoic acid",Substrate,C=C/C=C(\C(=O)O)/O
14777,Coenzyme A,Product,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS
14777,4-Coumaroyl-CoA,Substrate,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)C=Cc4ccc(O)cc4
14777,Tyramine,Substrate,NCCc1ccc(O)cc1
14777,N-(p-Coumaroyl)tyramine,Product,C1=CC(=CC=C1CCNC(=O)/C=C/C2=CC=C(C=C2)O)O
14783,Coenzyme A,Product,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS
14783,Benzoyl-CoA,Substrate,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)c4ccccc4
14783,Tyramine,Substrate,NCCc1ccc(O)cc1
14783,N-Benzoyltyramine,Product,c1ccc(cc1)C(=O)NCCc2ccc(cc2)O
14787,L-Arginine,Substrate,NC(=N)NCCCC(N)C(O)=O
14787,L-Arginine,Product,NC(=N)NCCCC(N)C(O)=O
14787,L-Ornithine,Substrate,NCCCC(N)C(O)=O
14787,L-Ornithine,Product,NCCCC(N)C(O)=O
14799,NAD+,Product,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
14799,NADH,Substrate,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
14799,H+,Substrate,[H]
14799,(S)-2-Acetolactate,Substrate,CC(=O)C(C)(O)C(O)=O
14799,"(R)-2,3-Dihydroxy-3-methylbutanoate",Product,CC(C)(O)C(O)C(O)=O
14801,H2O,Product,[H]O[H]
14801,H2O2,Substrate,OO
14801,Hydroquinone,Substrate,Oc1ccc(O)cc1
14801,"1,4-Benzoquinone",Product,O=C1C=CC(=O)C=C1
14802,H2O,Product,[H]O[H]
14802,H2O2,Substrate,OO
14802,Methoxyhydroquinone,Substrate,COc1cc(ccc1O)O
14802,"Methoxy-1,4-benzoquinone",Product,COC1=CC(=O)C=CC1=O
14803,H2O,Product,[H]O[H]
14803,H2O2,Substrate,OO
14803,"2,6-Dimethoxybenzoquinone",Product,COC1=CC(=O)C=C(OC)C1(=O)
14803,"2,6-Dimethoxyhydroquinone",Substrate,COc1cc(cc(c1O)OC)O
14807,H2O,Product,[H]O[H]
14807,H2O2,Substrate,OO
14807,alpha-Naphthol,Substrate,Oc1cccc2ccccc12
14807,1(2H)-Naphthalenone,Product,O=C2C\C=C/c1ccccc12
14811,H2O,Product,[H]O[H]
14811,H2O2,Substrate,OO
14811,Syringol,Substrate,COc1cccc(OC)c1(O)
14811,Cerulignone,Product,COC1=CC(=C2C=C(C(=O)C(=C2)OC)OC)C=C(C1=O)OC
14812,D-Alanine,Substrate,CC(N)C(O)=O
14812,D-Alanine,Product,CC(N)C(O)=O
14820,H2O,Substrate,[H]O[H]
14820,O2,Substrate,O=O
14820,H2O2,Product,OO
14820,Acetone,Product,CC(C)=O
14820,Nitrite,Product,ON=O
14820,2-Nitropropane,Substrate,CC(C)[N+](=O)[O-]
14821,H2O,Substrate,[H]O[H]
14821,O2,Substrate,O=O
14821,H2O2,Product,OO
14821,Nitrite,Product,ON=O
14821,2-Hydroxy-3-pentanone,Product,CCC(=O)C(C)O
14821,3-Nitro-2-pentanol,Substrate,CCC(C(C)O)[N+](=O)[O-]
14822,H2O,Substrate,[H]O[H]
14822,O2,Substrate,O=O
14822,H2O2,Product,OO
14822,Nitrite,Product,ON=O
14822,Cyclohexanone,Product,O=C1CCCCC1
14822,Nitrocyclohexane,Substrate,C1CCC(CC1)[N+](=O)[O-]
14823,NAD+,Substrate,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
14823,NADH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
14823,H+,Product,[H]
14823,alpha-D-Glucose,Substrate,OCC1OC(O)C(O)C(O)C1(O)
14823,D-Gluconate,Product,OCC(O)C(O)C(O)C(O)C(O)=O
14825,L-Cystine,Substrate,NC(CSSCC(N)C(O)=O)C(O)=O
14825,L-Cystine,Product,NC(CSSCC(N)C(O)=O)C(O)=O
14827,L-Cysteine,Product,NC(CS)C(O)=O
14827,Hydrogen sulfide,Substrate,[H]S[H]
14827,Thiosulfate,Product,OS(=O)(=O)[S-]
14827,S-Sulfo-L-cysteine,Substrate,NC(CSS(O)(=O)=O)C(O)=O
14829,H2O,Substrate,[H]O[H]
14829,Diphosphate,Product,OP(O)(=O)OP(O)(O)=O
14829,GTP,Product,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C3(O)
14829,Guanosine 3'-diphosphate 5'-triphosphate,Substrate,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(OP(O)(=O)OP(O)(O)=O)C3(O)
14832,Coenzyme A,Product,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS
14832,Acetyl-CoA,Substrate,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
14832,"3-Hexen-1-ol, cis-",Substrate,CCC=CCCO
14832,(Z)-3-Hexen-1-ol acetate,Product,CC/C=C\CCOC(=O)C
14834,H2O,Substrate,[H]O[H]
14834,L-Glutamate,Product,NC(CCC(O)=O)C(O)=O
14834,Isopropylamine,Product,CC(C)N
14834,gamma-Glutamyl-isopropylamide,Substrate,CC(C)NC(=O)CC[C@@H](C(=O)[O-])[NH3+]
14835,H2O,Substrate,[H]O[H]
14835,L-Glutamate,Product,NC(CCC(O)=O)C(O)=O
14835,L-Alaninol,Product,C[C@@H](CO)N
14835,N-(gamma-L-Glutamyl)-L-alaninol,Substrate,C[C@@H](CO)NC(=O)CC[C@@H](C(=O)[O-])[NH3+]
14836,H2O,Substrate,[H]O[H]
14836,2'-Deoxyadenosine 5'-phosphate,Product,Nc3ncnc2c3(ncn2(C1CC(O)C(COP(O)(O)=O)O1))
14836,Single-stranded DNA,Substrate,[*]C3CC(OP(O)(O)=O)C(COP(O)(=O)OC2CC([*])OC2(COP(O)(=O)OC1CC([*])OC1(COP(O)(O)=O)))O3
14836,Single-stranded DNA,Product,[*]C3CC(OP(O)(O)=O)C(COP(O)(=O)OC2CC([*])OC2(COP(O)(=O)OC1CC([*])OC1(COP(O)(O)=O)))O3
14837,H2O,Substrate,[H]O[H]
14837,2'-Deoxyadenosine 5'-phosphate,Product,Nc3ncnc2c3(ncn2(C1CC(O)C(COP(O)(O)=O)O1))
14837,Double-stranded DNA,Substrate,[*]C3CC(O)C(COP(O)(=O)OC2CC([*])OC2(COP(O)(=O)OC1CC([*])OC1(CO)))O3.[*]C3CC(O)C(COP(O)(=O)OC2CC([*])OC2(COP(O)(=O)OC1CC([*])OC1(CO)))O3
14837,Double-stranded DNA,Product,[*]C3CC(O)C(COP(O)(=O)OC2CC([*])OC2(COP(O)(=O)OC1CC([*])OC1(CO)))O3.[*]C3CC(O)C(COP(O)(=O)OC2CC([*])OC2(COP(O)(=O)OC1CC([*])OC1(CO)))O3
14838,H2O,Substrate,[H]O[H]
14838,Adenosine 5'-phosphate,Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O))
14838,RNA,Substrate,[*]C3OC(COP(O)(=O)OC2C(O)C([*])OC2(COP(O)(=O)OC1C(O)C([*])OC1(COP(O)(O)=O)))C(O)C3(O)
14838,RNA,Product,[*]C3OC(COP(O)(=O)OC2C(O)C([*])OC2(COP(O)(=O)OC1C(O)C([*])OC1(COP(O)(O)=O)))C(O)C3(O)
14840,O2,Substrate,O=O
14840,Formate,Product,OC=O
14840,Butyrate,Product,CCCC(O)=O
14840,CO,Product,[C-]#[O+]
14840,"1,2-Dihydroxyhex-1-en-3-one",Substrate,CCCC(=O)C(=CO)O
14843,(3Z)-2-Keto-4-carboxy-3-hexenedioate,Product,C(/C(=C/C(=O)C(=O)O)/C(=O)O)C(=O)O
14843,(4E)-Oxalomesaconate,Substrate,C(/C(=C\C(=O)[O-])/C(=O)[O-])C(=O)C(=O)[O-]
14848,S-Adenosyl-L-methionine,Substrate,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1(O))n3cnc2c(N)ncnc23
14848,S-Adenosyl-L-homocysteine,Product,NC(CCSCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23)C(O)=O
14848,tRNA containing N1-methylguanine,Product,[*]C5OC(CO)C(OP(O)(=O)OCC4OC([*])C(O)C4(OP(O)(=O)OCC1OC(C(O)C1(O))n3cnc2C(=O)N(C)C(N)=Nc23))C5(O)
14848,tRNA guanine,Substrate,[*]C5OC(CO)C(OP(O)(=O)OCC4OC([*])C(O)C4(OP(O)(=O)OCC1OC(C(O)C1(O))n3cnc2C(=O)NC(N)=Nc23))C5(O)
14849,Na+,Substrate,[Na+]
14849,Na+,Product,[Na+]
14849,Glycine betaine,Substrate,C[N+](C)(C)CC(=O)[O-]
14849,Glycine betaine,Product,C[N+](C)(C)CC(=O)[O-]
14851,Tyrosine,Substrate,NC(Cc1ccc(O)cc1)C(O)=O
14851,Tyrosine,Product,NC(Cc1ccc(O)cc1)C(O)=O
14855,O2,Substrate,O=O
14855,Linoleate,Substrate,CCCCCC=CCC=CCCCCCCCC(O)=O
14855,13-HPODE,Product,CCCCCC(/C=C/C=C\CCCCCCCC(=O)O)OO
14857,O2,Substrate,O=O
14857,Linoleate,Substrate,CCCCCC=CCC=CCCCCCCCC(O)=O
14857,"(9Z,11E)-(13R)-13-Hydroperoxyoctadeca-9,11-dienoate",Product,CCCCC[C@H](/C=C/C=C\CCCCCCCC(=O)[O-])OO
14859,H2O,Substrate,[H]O[H]
14859,Diphosphate,Product,OP(O)(=O)OP(O)(O)=O
14859,2-Methylisoborneol,Product,CC1(C2CCC1(C(C2)(C)O)C)C
14859,(E)-2-Methylgeranyl diphosphate,Substrate,CC(=CCC/C(=C(\C)/COP(=O)(O)OP(=O)(O)O)/C)C
14860,S-Adenosyl-L-methionine,Substrate,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1(O))n3cnc2c(N)ncnc23
14860,S-Adenosyl-L-homocysteine,Product,NC(CCSCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23)C(O)=O
14860,Geranyl diphosphate,Substrate,CC(C)=CCCC(C)=CCOP(O)(=O)OP(O)(O)=O
14860,(E)-2-Methylgeranyl diphosphate,Product,CC(=CCC/C(=C(\C)/COP(=O)(O)OP(=O)(O)O)/C)C
14861,H+,Product,[H]
14861,NADPH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
14861,NADP+,Substrate,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
14861,L-Arabinose,Substrate,OC1COC(O)C(O)C1(O)
14861,"L-Arabinono-1,4-lactone",Product,OCC1OC(=O)C(O)C1(O)
14862,NAD+,Substrate,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
14862,NADH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
14862,H+,Product,[H]
14862,D-Talose,Substrate,OCC1OC(O)C(O)C(O)C1(O)
14862,"D-Talono-1,4-lactone",Product,C([C@H]([C@H]1[C@@H]([C@@H](C(=O)O1)O)O)O)O
14863,H+,Product,[H]
14863,NADPH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
14863,NADP+,Substrate,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
14863,D-Talose,Substrate,OCC1OC(O)C(O)C(O)C1(O)
14863,"D-Talono-1,4-lactone",Product,C([C@H]([C@H]1[C@@H]([C@@H](C(=O)O1)O)O)O)O
14864,H2O,Product,[H]O[H]
14864,O2,Substrate,O=O
14864,"3alpha-Hydroxy-ent-cassa-12,15-diene",Product,C[C@H]1[C@H]2CC[C@H]3[C@]([C@@H]2CC=C1C=C)(CC[C@H](C3(C)C)O)C
14864,"ent-Cassa-12,15-diene",Substrate,C[C@H]1[C@H]2CC[C@H]3[C@]([C@@H]2CC=C1C=C)(CCCC3(C)C)C
14865,H2O,Product,[H]O[H]
14865,O2,Substrate,O=O
14865,ent-Sandaracopimaradien-3beta-ol,Product,C[C@]1(CC[C@@H]2C(=C1)CC[C@H]3[C@]2(CC[C@H](C3(C)C)O)C)C=C
14865,ent-Sandaracopimaradiene,Substrate,C[C@]1(CC[C@@H]2C(=C1)CC[C@H]3[C@]2(CCCC3(C)C)C)C=C
14867,H2O,Product,[H]O[H]
14867,O2,Substrate,O=O
14867,CO2,Product,O=C=O
14867,5-Methylthiopentanaldoxime,Product,CSCCCCC=NO
14867,Dihomomethionine,Substrate,CSCCCCC(C(=O)O)N
14868,H2O,Product,[H]O[H]
14868,O2,Substrate,O=O
14868,CO2,Product,O=C=O
14868,6-Methylthiohexanaldoxime,Product,CSCCCCCC=NO
14868,Trihomomethionine,Substrate,CSCCCCCC(C(=O)O)N
14869,H2O,Product,[H]O[H]
14869,O2,Substrate,O=O
14869,CO2,Product,O=C=O
14869,7-Methylthioheptanaldoxime,Product,CSCCCCCCC=NO
14869,Tetrahomomethionine,Substrate,CSCCCCCCC(C(=O)O)N
14870,H2O,Product,[H]O[H]
14870,O2,Substrate,O=O
14870,CO2,Product,O=C=O
14870,8-Methylthiooctanaldoxime,Product,CSCCCCCCCC=NO
14870,Pentahomomethionine,Substrate,CSCCCCCCCC(C(=O)O)N
14871,H2O,Product,[H]O[H]
14871,O2,Substrate,O=O
14871,CO2,Product,O=C=O
14871,9-Methylthiononanaldoxime,Product,CSCCCCCCCCC=NO
14871,Hexahomomethionine,Substrate,CSCCCCCCCCC(C(=O)O)N
14874,Glycine,Substrate,NCC(O)=O
14874,Coenzyme A,Product,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS
14874,Oleoyl-CoA,Substrate,CCCCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
14874,N-Oleoyl glycine,Product,CCCCCCCC/C=C\CCCCCCCC(=O)NCC(=O)O
14876,NAD+,Substrate,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
14876,NADH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
14876,H+,Product,[H]
14876,Acetophenone,Product,CC(=O)c1ccccc1
14876,(S)-1-Phenylethanol,Substrate,CC(O)c1ccccc1
14877,H2O,Substrate,[H]O[H]
14877,Peptide,Substrate,[*]C(N)C(=O)NC([*])C(O)=O
14877,Peptide,Product,[*]C(N)C(=O)NC([*])C(O)=O
14917,NAD+,Substrate,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
14917,NADH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
14917,H+,Product,[H]
14917,D-Fructose,Substrate,OCC1OC(O)(CO)C(O)C1(O)
14917,5-Dehydro-D-fructose,Product,OCC(=O)C(O)C(O)C(=O)CO
14918,NAD+,Substrate,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
14918,NADH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
14918,H+,Product,[H]
14918,L-Sorbose,Substrate,OCC1(O)(OCC(O)C(O)C1(O))
14918,5-Dehydro-D-fructose,Product,OCC(=O)C(O)C(O)C(=O)CO
14921,ATP,Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))
14921,Adenosine 5'-diphosphate,Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O))
14921,H2O,Substrate,[H]O[H]
14921,"P1,P5-Bis(5'-adenosyl) pentaphosphate",Substrate,Nc6ncnc1c6(ncn1C5OC(COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O))
14926,"1,3-Bisphosphoglycerate",Substrate,OC(COP(O)(O)=O)C(=O)OP(O)(O)=O
14926,3-Phosphoglycerate,Product,OC(=O)C(O)COP(O)(O)=O
14926,2-Deoxy-D-ribose 5-phosphate,Substrate,OC1CC(O)C(COP(O)(O)=O)O1
14926,"2-Deoxy-D-ribose 1,5-bisphosphate",Product,OC1CC(OC1(COP(O)(O)=O))OP(O)(O)=O
14930,NAD+,Product,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
14930,NADH,Substrate,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
14930,H+,Substrate,[H]
14930,Nicotine blue leuco form,Product,Oc1cc(c(O)nc1O)-c1cc(O)c(O)nc1O
14930,Nicotine blue,Substrate,C\1=C(C(=O)N=C(/C1=C/2\C=C(C(=O)N=C2O)O)O)O
14931,H2O,Substrate,[H]O[H]
14931,Glycerol,Product,OCC(O)CO
14931,Arachidonate,Product,CCCCCC=CCC=CCC=CCC=CCCCC(O)=O
